Entidad Federativa,Cultivo desarrollado en instalaciones de agricutura protegida,Tipo de instalación,Suma de Superficie cosechada al momento de la visita (Ha),Suma de Num. de Instalaciones
QUERETARO,COLIFLOR,Invernadero,0.200,1
QUERETARO,ENCINO (PLANTULA),Casa sombra,0.450,1
QUERETARO,FRESNO (PLÁNTULA),Invernadero,0.016,1
QUERETARO,FRIJOL,Invernadero,0.026,1
QUERETARO,GYPSOPHILIA,Invernadero,5.000,1
QUERETARO,HONGO SETA (ZETA),Invernadero,0.006,1
QUERETARO,LECHUGA,Invernadero,0.322,4
QUERETARO,LIMONIUM,Invernadero,3.000,1
QUERETARO,MEJORANA,Invernadero,0.012,1
QUERETARO,MELON,Invernadero,0.043,1
QUERETARO,MEZQUITE (PLANTULA),Invernadero,0.160,1
QUERETARO,NOCHE BUENA,Invernadero,0.130,2
QUERETARO,NOPAL VERDURA,Invernadero,0.196,12
QUERETARO,NOPAL VERDURA,Macrotunel,0.032,1
QUERETARO,PEPINO,Invernadero,18.824,17
QUERETARO,PEPINO (PLÁNTULA),Invernadero,0.040,1
QUERETARO,PETUNIA,Invernadero,0.010,2
QUERETARO,PETUNIA (PLÁNTULA),Vivero,0.012,1
QUERETARO,PINO GREGGII (PLANTULA),Invernadero,0.120,1
QUERETARO,PINO PIÑONERO (PLANTULA),Invernadero,0.130,1
QUERETARO,PINO PSEUDOSTROBUS (PLANTULA),Invernadero,0.250,1
QUERETARO,PIRUL (PLANTULA),Invernadero,0.146,2
QUERETARO,PLANTAS DE ORNATO,Invernadero,0.035,4
QUERETARO,RABANO,Invernadero,0.040,2
QUERETARO,ROSA,Invernadero,21.933,75
QUERETARO,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,2.094,17
QUERETARO,TOMATE ROJO (JITOMATE),Invernadero,39.762,143
QUERETARO,TOMATE ROJO (JITOMATE),Macrotunel,1.010,2
QUERETARO,TOMATE ROJO (PLÁNTULA),Invernadero,0.050,1
QUERETARO,TOMATE VERDE,Invernadero,1.758,4
QUERETARO,TOMATE VERDE (PLÁNTULA),Invernadero,0.550,3
QUERETARO,TOMILLO,Invernadero,0.012,1
QUERETARO,VINCA (PLÁNTULA),Vivero,0.075,1
QUINTANA ROO,CHILE HABANERO,Casa sombra,0.219,2
QUINTANA ROO,CHILE HABANERO,Invernadero,37.787,54
QUINTANA ROO,CHILE HABANERO,Macrotunel,0.192,4
QUINTANA ROO,CHILE X-CATIC,Invernadero,0.040,1
QUINTANA ROO,CROTOS,Techo sombra,0.021,1
QUINTANA ROO,CROTOS,Vivero,0.012,1
QUINTANA ROO,PEPINO,Invernadero,36.400,7
QUINTANA ROO,PLANTAS DE ORNATO,Techo sombra,0.121,69
QUINTANA ROO,TOMATE ROJO (JITOMATE),Invernadero,1.486,9
SAN LUIS POTOSI,APIO,Invernadero,0.010,1
SAN LUIS POTOSI,BROCOLI,Invernadero,0.015,1
SAN LUIS POTOSI,BROCOLI,Macrotunel,0.030,2
SAN LUIS POTOSI,BROCOLI (PLÁNTULA),Invernadero,0.750,1
SAN LUIS POTOSI,CACTUS,Invernadero,0.020,1
SAN LUIS POTOSI,CALABACITA,Invernadero,0.078,2
SAN LUIS POTOSI,CALABAZA,Invernadero,0.005,1
SAN LUIS POTOSI,CALABAZA,Microtunel,2.000,2
SAN LUIS POTOSI,CEBADA FORRAJERA,Invernadero,0.009,1
SAN LUIS POTOSI,CEBOLLA (PLÁNTULA),Invernadero,0.750,1
SAN LUIS POTOSI,CHILE ANCHO,Invernadero,0.796,9
SAN LUIS POTOSI,CHILE ANCHO,Macrotunel,3.589,21
SAN LUIS POTOSI,CHILE ANCHO,Microtunel,0.120,2
SAN LUIS POTOSI,CHILE HABANERO,Invernadero,0.240,1
SAN LUIS POTOSI,CHILE HABANERO (PLÁNTULA),Invernadero,0.030,1
SAN LUIS POTOSI,CHILE MORRON,Casa sombra,0.250,1
SAN LUIS POTOSI,CHILE MORRON,Invernadero,21.046,14
SAN LUIS POTOSI,CHILE POBLANO,Casa sombra,12.000,8
SAN LUIS POTOSI,CHILE POBLANO,Invernadero,0.893,18
SAN LUIS POTOSI,CHILE POBLANO,Macrotunel,0.010,1
SAN LUIS POTOSI,CHILE SECO,Invernadero,0.432,14
SAN LUIS POTOSI,CHILE SECO,Macrotunel,5.000,2
SAN LUIS POTOSI,CHILE SERRANO,Invernadero,0.072,1
SAN LUIS POTOSI,CHILE SERRANO,Macrotunel,0.120,3
SAN LUIS POTOSI,CHILE SERRANO (PLÁNTULA),Invernadero,0.200,3
SAN LUIS POTOSI,CHILE VERDE,Casa sombra,14.000,3
SAN LUIS POTOSI,CHILE VERDE,Invernadero,3.290,54
SAN LUIS POTOSI,CITRICOS,Casa sombra,0.655,1
SAN LUIS POTOSI,CITRICOS,Invernadero,0.141,1
SAN LUIS POTOSI,COL (REPOLLO),Invernadero,0.077,3
SAN LUIS POTOSI,COL (REPOLLO),Macrotunel,0.050,2
SAN LUIS POTOSI,COLIFLOR,Invernadero,0.015,1
SAN LUIS POTOSI,COLIFLOR,Macrotunel,0.080,4
SAN LUIS POTOSI,CROTOS,Casa sombra,0.010,1
SAN LUIS POTOSI,FLORES,Invernadero,0.205,2
SAN LUIS POTOSI,FORESTAL,Casa sombra,1.000,1
SAN LUIS POTOSI,FORRAJES,Invernadero,0.013,1
SAN LUIS POTOSI,LECHUGA,Invernadero,0.333,6
SAN LUIS POTOSI,LECHUGA,Macrotunel,0.080,4
SAN LUIS POTOSI,MAGUEY PULQUERO,Invernadero,0.015,1
SAN LUIS POTOSI,MEZQUITE (PLANTULA),Techo sombra,0.016,1
SAN LUIS POTOSI,NARANJA,Casa sombra,0.250,1
SAN LUIS POTOSI,NOPAL FORRAJERO,Microtunel,0.072,1
SAN LUIS POTOSI,NOPAL VERDURA,Invernadero,0.065,3
SAN LUIS POTOSI,NOPAL VERDURA,Macrotunel,4.000,4
SAN LUIS POTOSI,NOPAL VERDURA,Microtunel,1.744,103
SAN LUIS POTOSI,PALMA DE IXTLE,Techo sombra,0.016,1
SAN LUIS POTOSI,PALMA DE ORNATO,Casa sombra,0.542,6
SAN LUIS POTOSI,PALMA DE ORNATO,Techo sombra,0.024,2
SAN LUIS POTOSI,PEPINO,Casa sombra,11.500,4
SAN LUIS POTOSI,PEPINO,Invernadero,6.766,13
SAN LUIS POTOSI,PEPINO,Macrotunel,1.000,1
SAN LUIS POTOSI,PEPINO (PLÁNTULA),Casa sombra,1.250,1
SAN LUIS POTOSI,PINO PIÑONERO (PLANTULA),Casa sombra,0.018,1
SAN LUIS POTOSI,PLANTAS DE ORNATO,Casa sombra,0.099,3
SAN LUIS POTOSI,PLANTAS DE ORNATO,Invernadero,0.028,10
SAN LUIS POTOSI,TOMATE ROJO (JITOMATE SEMILLA),Casa sombra,2.500,2
SAN LUIS POTOSI,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,0.135,3
SAN LUIS POTOSI,TOMATE ROJO (JITOMATE),Casa sombra,329.738,101
SAN LUIS POTOSI,TOMATE ROJO (JITOMATE),Invernadero,137.066,209
SAN LUIS POTOSI,TOMATE ROJO (JITOMATE),Macrotunel,7.120,15
SAN LUIS POTOSI,TOMATE ROJO (JITOMATE),Microtunel,0.037,2
SAN LUIS POTOSI,TOMATE ROJO (JITOMATE),Techo sombra,5.000,1
SAN LUIS POTOSI,TOMATE ROJO (PLÁNTULA),Casa sombra,0.200,1
SAN LUIS POTOSI,TOMATE ROJO (PLÁNTULA),Invernadero,0.129,5
SAN LUIS POTOSI,TOMATE VERDE,Macrotunel,0.030,2
SAN LUIS POTOSI,VAINILLA,Casa sombra,5.324,56
SAN LUIS POTOSI,VAINILLA,Techo sombra,0.177,3
SAN LUIS POTOSI,YEMAS,Invernadero,0.073,1
SINALOA,BERENJENA,Casa sombra,16.600,4
SINALOA,BERENJENA,Invernadero,0.410,19
SINALOA,CHILE (PLANTULA),Invernadero,1.036,20
SINALOA,CHILE ANCHO,Invernadero,0.096,2
SINALOA,CHILE JALAPEÑO,Invernadero,0.060,1
SINALOA,CHILE MORRON,Casa sombra,310.890,52
SINALOA,CHILE MORRON,Invernadero,222.244,88
SINALOA,CHILE MORRON (PLÁNTULA),Invernadero,0.200,20
SINALOA,CHILE POBLANO,Invernadero,0.050,1
SINALOA,CHILE POBLANO,Techo sombra,0.040,1
SINALOA,CHILE SERRANO (PLÁNTULA),Invernadero,0.669,13
SINALOA,CHILE VERDE,Casa sombra,65.570,20
SINALOA,CHILE VERDE,Invernadero,15.591,104
SINALOA,CHILE VERDE,Macrotunel,0.048,4
SINALOA,CHILE VERDE,Microtunel,0.048,6
SINALOA,CHILE VERDE,Techo sombra,0.292,5
SINALOA,CHILE VERDE,Vivero,0.057,2
SINALOA,EJOTE,Casa sombra,11.000,1
SINALOA,LIMA,Invernadero,0.045,2
SINALOA,LIMÓN,Microtunel,0.050,2
SINALOA,MANDARINA,Invernadero,0.015,1
SINALOA,NARANJA,Invernadero,0.060,3
SINALOA,PAPAYA,Invernadero,0.107,3
SINALOA,PEPINO,Casa sombra,265.390,41
SINALOA,PEPINO,Invernadero,50.624,57
SINALOA,PEPINO,Pabellón,0.500,1
SINALOA,PEPINO (PLÁNTULA),Casa sombra,0.040,1
SINALOA,PEPINO (PLÁNTULA),Invernadero,1.370,12
SINALOA,TOMATE ROJO (JITOMATE SEMILLA),Casa sombra,11.240,3
SINALOA,TOMATE ROJO (JITOMATE),Casa sombra,559.053,97
SINALOA,TOMATE ROJO (JITOMATE),Invernadero,166.919,180
SINALOA,TOMATE ROJO (JITOMATE),Vivero,0.830,1
SINALOA,TOMATE ROJO (PLÁNTULA),Invernadero,9.688,114
SINALOA,TOMATE ROJO (PLÁNTULA),Techo sombra,0.012,1
SINALOA,TOMATE VERDE,Casa sombra,6.250,3
SINALOA,TOMATE VERDE (PLÁNTULA),Invernadero,0.706,8
SINALOA,TORONJA,Invernadero,0.015,1
SONORA,BLUEBERRY,Casa sombra,1.000,1
SONORA,CALABAZA,Casa sombra,0.500,1
SONORA,CHILE MORRON,Casa sombra,210.724,99
SONORA,CHILE MORRON,Invernadero,19.000,20
SONORA,CHILE MORRON,Techo sombra,1.000,1
SONORA,CHILE VERDE,Casa sombra,65.000,21
SONORA,ESPECIAS Y MEDICINALES,Casa sombra,0.176,22
SONORA,ESPINACA,Casa sombra,0.027,1
SONORA,LECHUGA,Casa sombra,0.027,1
SONORA,MELON,Casa sombra,0.180,1
SONORA,PALMA DE ORNATO,Invernadero,0.800,1
SONORA,PEPINO,Casa sombra,313.540,151
SONORA,PEPINO,Invernadero,50.518,45
SONORA,ROSA,Invernadero,0.800,2
SONORA,TOMATE ROJO (JITOMATE),Casa sombra,270.787,90
SONORA,TOMATE ROJO (JITOMATE),Invernadero,68.010,103
SONORA,TOMATE ROJO (JITOMATE),Techo sombra,0.070,1
TABASCO,CHILE HABANERO,Invernadero,1.540,15
TABASCO,CHILE MORRON,Invernadero,0.100,1
TABASCO,LIMÓN,Invernadero,0.120,1
TABASCO,PEPINO,Invernadero,0.203,2
TABASCO,PEPINO,Techo sombra,1.000,2
TABASCO,TOMATE ROJO (JITOMATE),Casa sombra,0.120,1
TABASCO,TOMATE ROJO (JITOMATE),Invernadero,0.308,4
TAMAULIPAS,BERENJENA,Casa sombra,15.000,12
TAMAULIPAS,CHILE HABANERO,Casa sombra,6.000,2
TAMAULIPAS,CHILE HABANERO,Macrotunel,2.000,5
TAMAULIPAS,CHILE MORRON,Invernadero,3.000,2
TAMAULIPAS,CHILE SERRANO,Invernadero,0.010,1
TAMAULIPAS,CHILE SERRANO,Macrotunel,0.010,1
TAMAULIPAS,CHILE VERDE,Invernadero,2.390,8
TAMAULIPAS,CHILE VERDE,Macrotunel,0.500,1
TAMAULIPAS,CITRICOS,Invernadero,0.407,8
TAMAULIPAS,CITRICOS,Macrotunel,0.080,2
TAMAULIPAS,CITRICOS,Techo sombra,0.150,1
TAMAULIPAS,FLORES,Invernadero,5.938,18
TAMAULIPAS,LEUCAENA,Techo sombra,1.120,2
TAMAULIPAS,ORQUIDEA,Invernadero,2.457,8
TAMAULIPAS,PEPINO,Casa sombra,11.180,8
TAMAULIPAS,PEPINO,Invernadero,4.309,3
TAMAULIPAS,TOMATE ROJO (JITOMATE),Casa sombra,36.100,12
TAMAULIPAS,TOMATE ROJO (JITOMATE),Invernadero,30.974,25
TAMAULIPAS,TOMATE ROJO (PLÁNTULA),Invernadero,10.016,9
TLAXCALA,AJO,Macrotunel,0.014,1
TLAXCALA,ALCATRAZ,Microtunel,0.040,1
TLAXCALA,ALSTROEMERIA (GRUESA),Invernadero,0.030,1
TLAXCALA,BROCOLI,Macrotunel,0.008,1
TLAXCALA,BROCOLI,Microtunel,0.007,1
TLAXCALA,BROCOLI,Pabellón,0.050,1
TLAXCALA,CALABACITA,Invernadero,0.172,2
TLAXCALA,CALABAZA,Invernadero,0.094,2
TLAXCALA,CEBOLLA,Microtunel,0.008,1
TLAXCALA,CHILE MORRON,Invernadero,0.340,3
TLAXCALA,CHILE SECO,Invernadero,0.300,2
TLAXCALA,CHILE VERDE,Microtunel,0.009,1
TLAXCALA,CILANTRO,Invernadero,0.005,1
TLAXCALA,CILANTRO,Microtunel,0.028,7
TLAXCALA,CLAVEL,Invernadero,0.297,1
TLAXCALA,CLAVEL,Microtunel,0.042,5
TLAXCALA,COLIFLOR,Invernadero,0.012,1
TLAXCALA,CRISANTEMO,Invernadero,0.191,4
TLAXCALA,CRISANTEMO,Microtunel,0.071,8
TLAXCALA,DURAZNO,Invernadero,0.009,1
TLAXCALA,DURAZNO,Microtunel,0.014,3
TLAXCALA,DURAZNO,Techo sombra,0.095,3
TLAXCALA,DURAZNO,Vivero,0.550,7
TLAXCALA,ESPINACA,Macrotunel,0.038,2
TLAXCALA,FRESA,Invernadero,0.300,1
TLAXCALA,FRESA,Macrotunel,0.100,2
TLAXCALA,FRESA,Microtunel,0.026,3
TLAXCALA,HABA VERDE,Invernadero,0.026,1
TLAXCALA,HABA VERDE,Microtunel,0.010,2
TLAXCALA,HONGO SETA (ZETA),Casa sombra,0.006,1
TLAXCALA,HONGO SETA (ZETA),Invernadero,0.121,2
TLAXCALA,HONGO SETA (ZETA),Microtunel,0.009,1
TLAXCALA,HONGO SETA (ZETA),Techo sombra,0.013,1
TLAXCALA,HONGOS,Invernadero,0.385,4
TLAXCALA,LECHUGA,Invernadero,0.025,1
TLAXCALA,LECHUGA,Macrotunel,0.008,1
TLAXCALA,LECHUGA,Microtunel,0.018,3
TLAXCALA,NOGAL,Microtunel,0.016,1
TLAXCALA,NOPAL VERDURA,Invernadero,2.344,11
TLAXCALA,NOPAL VERDURA,Macrotunel,0.326,17
TLAXCALA,NOPAL VERDURA,Microtunel,1.607,16
TLAXCALA,PAPA,Invernadero,0.700,1
TLAXCALA,PEPINO,Invernadero,0.712,4
TLAXCALA,POLAR,Invernadero,0.030,1
TLAXCALA,RABANITO,Microtunel,0.007,2
TLAXCALA,RABANO,Invernadero,0.032,1
TLAXCALA,RABANO,Microtunel,0.007,2
TLAXCALA,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,1.849,24
TLAXCALA,TOMATE ROJO (JITOMATE SEMILLA),Macrotunel,0.010,2
TLAXCALA,TOMATE ROJO (JITOMATE SEMILLA),Microtunel,0.021,4
TLAXCALA,TOMATE ROJO (JITOMATE),Casa sombra,0.312,1
TLAXCALA,TOMATE ROJO (JITOMATE),Invernadero,21.726,158
TLAXCALA,TOMATE ROJO (JITOMATE),Macrotunel,0.332,18
TLAXCALA,TOMATE ROJO (JITOMATE),Microtunel,0.586,110
TLAXCALA,TOMATE ROJO (JITOMATE),Pabellón,0.050,1
TLAXCALA,TOMATE ROJO (JITOMATE),Techo sombra,0.040,1
TLAXCALA,TOMATE VERDE,Microtunel,0.035,4
VERACRUZ,ACELGA,Invernadero,0.008,3
VERACRUZ,AGUACATE,Vivero,0.030,3
VERACRUZ,ANTURIOS,Casa sombra,0.384,9
VERACRUZ,ANTURIOS,Invernadero,0.482,10
VERACRUZ,ANTURIOS,Techo sombra,0.077,4
VERACRUZ,ANTURIOS,Vivero,0.634,15
VERACRUZ,BEGONIA,Vivero,0.040,1
VERACRUZ,BELEN (PLANTA),Invernadero,0.020,1
VERACRUZ,BELEN DE GUINEA,Invernadero,0.040,1
VERACRUZ,CAFÉ CEREZA,Techo sombra,0.014,2
VERACRUZ,CHAYOTE,Invernadero,0.008,1
VERACRUZ,CHAYOTE,Techo sombra,61.129,28
VERACRUZ,CHILE,Invernadero,0.020,1
VERACRUZ,CHILE HABANERO,Invernadero,0.050,1
VERACRUZ,CHILE SERRANO (PLÁNTULA),Invernadero,0.010,1
VERACRUZ,CHILE VERDE,Invernadero,0.025,1
VERACRUZ,CILANTRO,Invernadero,0.016,5
VERACRUZ,CIRUELA,Vivero,0.048,2
VERACRUZ,FLORES,Casa sombra,0.076,4
VERACRUZ,FLORES,Invernadero,0.227,3
VERACRUZ,FLORES,Techo sombra,0.012,1
VERACRUZ,FOLLAJE,Invernadero,0.150,1
VERACRUZ,FOLLAJE,Vivero,0.137,3
VERACRUZ,GERANIO REGAL,Vivero,0.024,1
VERACRUZ,HELECHO,Invernadero,0.009,1
VERACRUZ,HELECHO,Vivero,0.040,1
VERACRUZ,HONGOS,Invernadero,4.500,1
VERACRUZ,LECHUGA,Invernadero,0.012,3
VERACRUZ,LECHUGA,Macrotunel,0.020,1
VERACRUZ,MANZANA,Vivero,0.059,7
VERACRUZ,MEMBRILLO,Vivero,0.028,1
VERACRUZ,NOCHE BUENA,Invernadero,0.040,1
VERACRUZ,ORQUIDEA,Casa sombra,0.006,1
VERACRUZ,PALMA DE ORNATO,Invernadero,0.006,1
VERACRUZ,PALMA DE ORNATO,Techo sombra,0.020,1
VERACRUZ,PALMERA TRIANGULAR,Techo sombra,0.020,1
VERACRUZ,PAPA,Invernadero,2.000,1
VERACRUZ,PERA,Vivero,0.029,3
VERACRUZ,PINO GREGGII (PLANTULA),Casa sombra,0.750,1
VERACRUZ,PLANTAS DE ORNATO,Invernadero,3.153,9
VERACRUZ,PLANTAS DE ORNATO,Macrotunel,0.020,1
VERACRUZ,PLANTAS DE ORNATO,Techo sombra,0.130,1
VERACRUZ,PLANTAS DE ORNATO,Vivero,0.547,7
VERACRUZ,PLANTULA,Casa sombra,0.310,10
VERACRUZ,PLANTULA,Invernadero,0.717,14
VERACRUZ,PLANTULA,Techo sombra,3.316,40
VERACRUZ,PLANTULA,Vivero,0.020,1
VERACRUZ,TEJOCOTE,Vivero,0.008,1
VERACRUZ,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,0.040,1
VERACRUZ,TOMATE ROJO (JITOMATE),Invernadero,9.381,50
VERACRUZ,TOMATE ROJO (JITOMATE),Macrotunel,0.325,5
YUCATAN,ADELFOS,Techo sombra,0.001,1
YUCATAN,AGAZANIA (GAZANIA),Invernadero,0.001,1
YUCATAN,ANTURIOS,Invernadero,0.076,2
YUCATAN,AZUCENA,Invernadero,0.012,1
YUCATAN,BEGONIA,Techo sombra,0.002,1
YUCATAN,BUGAMBILIA (PLANTA),Techo sombra,0.001,1
YUCATAN,CALANCOE,Invernadero,0.001,1
YUCATAN,CEDRO COMPACTO,Techo sombra,0.002,1
YUCATAN,CHILE (PLANTULA),Invernadero,0.060,1
YUCATAN,CHILE DULCE,Casa sombra,0.145,4
YUCATAN,CHILE DULCE,Invernadero,0.030,1
YUCATAN,CHILE HABANERO,Casa sombra,2.290,17
YUCATAN,CHILE HABANERO,Invernadero,8.241,51
YUCATAN,CHILE HABANERO,Macrotunel,0.015,3
YUCATAN,CHILE HABANERO,Microtunel,1.000,1
YUCATAN,CHILE HABANERO (PLÁNTULA),Invernadero,0.493,9
YUCATAN,CHILE MORRON,Casa sombra,0.005,1
YUCATAN,CHILE VERDE,Invernadero,0.080,1
YUCATAN,CHILE X-CATIC,Casa sombra,0.290,4
YUCATAN,CILANTRO,Casa sombra,0.010,2
YUCATAN,CILANTRO,Invernadero,0.212,3
YUCATAN,CITRICOS,Vivero,0.014,1
YUCATAN,CLAVELLINA,Invernadero,0.004,1
YUCATAN,CRISANTEMO,Invernadero,0.061,3
YUCATAN,CUNA DE MOISES,Casa sombra,0.001,1
YUCATAN,CUNA DE MOISES,Techo sombra,0.100,1
YUCATAN,DESPEINADA,Techo sombra,0.002,1
YUCATAN,ESPELON,Casa sombra,0.005,1
YUCATAN,FICUS,Techo sombra,0.004,1
YUCATAN,FLORES,Invernadero,0.020,1
YUCATAN,GERBERA,Invernadero,0.574,6
YUCATAN,HELECHO,Invernadero,0.251,3
YUCATAN,HELECHO,Techo sombra,0.015,1
YUCATAN,HIGUERILLA,Invernadero,0.040,1
YUCATAN,HORTALIZAS Y MEDICINALES,Techo sombra,2.420,2
YUCATAN,KERPIS,Techo sombra,0.002,1
YUCATAN,LIMA,Invernadero,0.074,1
YUCATAN,MAÍZ GRANO,Casa sombra,0.096,1
YUCATAN,MANDARINA,Invernadero,0.074,1
YUCATAN,MARGARITA,Invernadero,0.120,3
YUCATAN,MARGARITA,Techo sombra,0.003,2
YUCATAN,NARANJA,Invernadero,0.074,1
YUCATAN,NARCISOS,Techo sombra,0.001,1
YUCATAN,NOCHE BUENA,Techo sombra,0.008,1
YUCATAN,PALMA DE ORNATO,Invernadero,0.001,1
YUCATAN,PALMA REAL,Techo sombra,0.030,1
YUCATAN,PAPAYA,Invernadero,0.060,1
YUCATAN,PEPINO,Casa sombra,0.106,2
YUCATAN,PEPINO,Invernadero,2.566,7
YUCATAN,PLANTAS DE ORNATO,Invernadero,0.720,7
YUCATAN,RABANO,Casa sombra,0.015,3
YUCATAN,RABANO,Invernadero,0.158,2
YUCATAN,ROSA,Invernadero,0.004,1
YUCATAN,ROSA,Techo sombra,0.005,2
YUCATAN,SANDIA,Invernadero,0.060,1
YUCATAN,TOMATE ROJO (JITOMATE),Casa sombra,0.664,6
YUCATAN,TOMATE ROJO (JITOMATE),Invernadero,4.324,27
YUCATAN,TOMATE ROJO (PLÁNTULA),Casa sombra,0.010,2
YUCATAN,TOMATE ROJO (PLÁNTULA),Invernadero,0.226,7
YUCATAN,TORONJA,Invernadero,0.074,1
YUCATAN,TULIPANES,Techo sombra,0.100,1
ZACATECAS,CALABACITA,Invernadero,0.548,5
ZACATECAS,CEBADA FORRAJERA,Invernadero,0.249,17
ZACATECAS,CEBOLLA,Invernadero,0.017,3
ZACATECAS,CEBOLLA (PLÁNTULA),Invernadero,0.174,2
ZACATECAS,CHILE (PLANTULA),Invernadero,0.582,15
ZACATECAS,CHILE (PLANTULA),Microtunel,0.122,2
ZACATECAS,CHILE ANCHO,Macrotunel,0.048,1
ZACATECAS,CHILE GUAJILLO (PLANTULA),Invernadero,0.196,4
ZACATECAS,CHILE GUERO (PLANTULA),Invernadero,0.026,2
ZACATECAS,CHILE HABANERO,Invernadero,0.107,3
ZACATECAS,CHILE HABANERO (PLÁNTULA),Invernadero,0.200,1
ZACATECAS,CHILE MORRON,Invernadero,5.000,2
ZACATECAS,CHILE VERDE,Invernadero,1.718,38
ZACATECAS,CHILE VERDE SEMILLA,Invernadero,2.124,36
ZACATECAS,FLORES,Invernadero,0.616,5
ZACATECAS,FORRAJES,Invernadero,0.260,1
ZACATECAS,FRESA,Invernadero,0.174,4
ZACATECAS,FRIJOL,Invernadero,0.012,1
ZACATECAS,FRUTALES VARIOS,Invernadero,0.010,1
ZACATECAS,GERMINADO DE MAIZ,Invernadero,0.012,1
ZACATECAS,LECHUGA,Invernadero,4.053,29
ZACATECAS,LECHUGA,Macrotunel,0.186,14
ZACATECAS,PALMA DE ORNATO,Invernadero,0.018,1
ZACATECAS,PALMA DE ORNATO,Techo sombra,0.020,1
ZACATECAS,PEPINO,Casa sombra,24.750,9
ZACATECAS,PEPINO,Invernadero,21.687,20
ZACATECAS,PEPINO (PLÁNTULA),Invernadero,0.123,4
ZACATECAS,PLANTAS DE ORNATO,Invernadero,0.010,1
ZACATECAS,RABANO,Invernadero,0.050,1
ZACATECAS,ROSA,Invernadero,0.140,1
ZACATECAS,TOMATE ROJO (JITOMATE SEMILLA),Invernadero,6.428,10
ZACATECAS,TOMATE ROJO (JITOMATE SEMILLA),Macrotunel,0.096,2
ZACATECAS,TOMATE ROJO (JITOMATE),Casa sombra,38.200,16
ZACATECAS,TOMATE ROJO (JITOMATE),Invernadero,211.275,257
ZACATECAS,TOMATE ROJO (JITOMATE),Macrotunel,5.000,5
ZACATECAS,TOMATE ROJO (JITOMATE),Microtunel,0.025,1
ZACATECAS,TOMATE ROJO (JITOMATE),Techo sombra,1.500,1
ZACATECAS,TOMATE ROJO (PLÁNTULA),Invernadero,1.504,25
ZACATECAS,TOMATE VERDE,Invernadero,0.072,2
ZACATECAS,TOMATE VERDE (PLÁNTULA),Invernadero,0.828,17
ZACATECAS,TOMATE VERDE (SEMILLA),Invernadero,0.288,4
